GeneID	logFC	logCPM	F	PValue	FDR	hgnc_symbol
ENSG00000000003	-0.0559002228447125	1.80891606831837	0.0669415864926318	0.797758437550248	0.941518154014271	TSPAN6
ENSG00000000005	2.92402118763016	-0.83787764447716	20.7569241983022	9.55836547991542e-05	0.170587718549221	TNMD
ENSG00000000419	-0.092804147143653	3.83020918406457	0.150773518815832	0.700769423904972	0.908019510075394	DPM1
ENSG00000000457	0.123441675816824	2.25460179106391	0.275362468060219	0.603937227282594	0.867809318087516	SCYL3
ENSG00000000460	-0.0769229444129798	0.476031773308161	0.0585229099864247	0.81063031254211	0.945945204019566	C1orf112
ENSG00000000938	-0.14915483718179	1.49697934817164	0.111402179761824	0.741070271467071	0.922889255736226	FGR
ENSG00000000971	0.144275713506953	3.36813632474105	0.152633145484146	0.69902409540105	0.907361309798796	CFH
ENSG00000001036	-0.143684970356698	3.98224094073549	1.4363713760334	0.240894065030331	0.666070767430621	FUCA2
ENSG00000001084	-0.304862402434146	3.57353535556278	2.46379356566657	0.127865883539767	0.562743622850788	GCLC
ENSG00000001167	0.221582288250408	2.60952533311847	1.24991561178276	0.273183698404795	0.687616804148726	NFYA
ENSG00000001460	0.170301069133165	1.22458996994555	0.536278243444994	0.470138607842504	0.803842782273252	STPG1
ENSG00000001461	-0.172618126392871	3.677075791563	0.678168103805303	0.417261429784778	0.775433550340775	NIPAL3
ENSG00000001497	0.00841056350423645	3.19521401506057	0.00198271886371742	0.964803612497846	0.992254159557546	LAS1L
ENSG00000001561	-0.652073894396018	3.34156423064122	6.02970895034887	0.0206191123913857	0.37567478102513	ENPP4
ENSG00000001617	-0.710133969134347	3.08582981112115	5.91853895447866	0.0217102339288478	0.379657097657778	SEMA3F
ENSG00000001626	-0.895291845544982	-1.35374282938659	1.87238762175079	0.182213325484454	0.617372997210148	CFTR
ENSG00000001629	-0.0382830871521891	4.03962043693807	0.100346007399562	0.753792988660299	0.927824692200524	ANKIB1
ENSG00000001630	-0.476430635383997	2.16727705273053	4.015347970581	0.054969578258769	0.4688905025473	CYP51A1
ENSG00000001631	-0.182985252268845	3.38066611466546	1.04804985406272	0.314825963197485	0.717505987670206	KRIT1
ENSG00000002016	0.859566556584936	3.31033296642374	11.5031137344852	0.00210953266520354	0.226501849940806	RAD52
ENSG00000002330	-0.065814738797	3.3498236754288	0.115145546834	0.736922969976749	0.921693978577958	BAD
ENSG00000002586	0.152848117053141	6.18858188043286	0.167832678546133	0.685200227358951	0.901196187328193	CD99
ENSG00000002587	-0.263835951390461	0.0800399452274056	0.706567670445745	0.407792433316696	0.77139362539012	HS3ST1
ENSG00000002726	0.654225929899494	-0.932688212686405	0.938031372049522	0.341176533188229	0.733154669861841	AOC1
ENSG00000002746	0.141768705720817	-1.69097149151825	0.0535097021685232	0.818767363817661	0.949703512125352	HECW1
ENSG00000002822	0.490008014734272	1.9934135386398	3.81502870260426	0.0609774835018121	0.47428990966911	MAD1L1
ENSG00000002834	0.0514498412705865	4.02362630842401	0.110723472043616	0.741830503983159	0.923053644739778	LASP1
ENSG00000002919	0.182813281912528	2.92480127097551	0.830949775911337	0.369873445639047	0.750698861115919	SNX11
ENSG00000002933	0.359189303661122	4.28107776730745	1.44017839619829	0.240287083822326	0.665950881770397	TMEM176A
ENSG00000003056	-0.020769781238907	3.85804713254716	0.0138792250601698	0.907069336966054	0.974941315623186	M6PR
ENSG00000003096	0.26305697489842	2.49970790195655	1.25786811674597	0.271696233521183	0.68654042121522	KLHL13
ENSG00000003137	1.17416487817416	1.67419687549134	7.06758341104274	0.0128947841698649	0.326251183551459	CYP26B1
ENSG00000003147	-0.258656617316955	4.88470205565425	1.12684192852431	0.2976297690677	0.706512990037979	ICA1
ENSG00000003249	0.108577425248802	1.02124444561414	0.0777852960378749	0.782395812877	0.937308264008358	DBNDD1
ENSG00000003393	-0.0753979849303533	4.5589310147325	0.182966921563238	0.672147326818842	0.894496016063182	ALS2
ENSG00000003400	-0.149673417945134	2.87397123876411	0.48485960886069	0.492038863143624	0.815182024371816	CASP10
ENSG00000003402	-0.0445643227967017	6.59376695772456	0.10950793088802	0.743198568395692	0.92318851244057	CFLAR
ENSG00000003436	-0.329405340897002	3.6712143229421	2.01870341555284	0.166546076804155	0.603538040810368	TFPI
ENSG00000003509	-0.155811319025767	2.88895635238403	0.692711716641155	0.412371059919057	0.773984819408146	NDUFAF7
ENSG00000003756	0.234697454428013	6.46595563912152	2.6598839077304	0.114242499718482	0.54968797154169	RBM5
ENSG00000003989	-0.0322267917905598	4.92048964243652	0.0155319190579499	0.901719959512123	0.974261863281176	SLC7A2
ENSG00000004059	0.29369054069271	5.00995046201738	3.51586155815418	0.0713772397490596	0.494551506817266	ARF5
ENSG00000004139	0.331231415977147	2.61799938970993	3.49678404676693	0.0721055389143379	0.494558993085652	SARM1
ENSG00000004399	0.0813752348899081	4.81744913644207	0.294646147391085	0.591605338462175	0.863337798061361	PLXND1
ENSG00000004455	-0.201642407550074	4.9466491327425	1.75592710963203	0.195974575726541	0.62844478607045	AK2
ENSG00000004468	-0.0625750559643718	-0.233138044444397	0.0206589105408592	0.886753948998222	0.969568620857829	CD38
ENSG00000004478	0.0416322173729229	4.60763102077737	0.0505108163636655	0.823828607806458	0.950717525185014	FKBP4
ENSG00000004487	-0.180764312972409	4.02859893817636	1.65309674172676	0.209196722525155	0.6397166236578	KDM1A
ENSG00000004534	-0.101445390252899	6.11134342441069	0.271553750000449	0.606438135582598	0.869362689345718	RBM6
ENSG00000004660	0.0655607339393257	1.76804485790115	0.0750098640702171	0.786212006271002	0.937979325852146	CAMKK1
ENSG00000004700	-0.137076885003527	2.69086831101899	0.332501293016124	0.56885264271927	0.852696578904713	RECQL
ENSG00000004766	0.057172674319547	2.65293791804494	0.0875594457377584	0.769512932354291	0.934022637129101	VPS50
