ENSG_ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	hgnc_symbol
ENSG00000000003	3568.13532702415	-0.634662483342073	0.138539957122829	-4.58107896467288	4.62583125623057e-06	1.17179241285753e-05	TSPAN6
ENSG00000000005	484.276307828893	-4.02224750511649	0.350367299308424	-11.4800882190086	1.66110946668209e-30	3.74889607088448e-29	TNMD
ENSG00000000419	1938.37139863668	0.356797580553909	0.0890261398285187	4.00778446915894	6.12910149562264e-05	0.000135194074911231	DPM1
ENSG00000000457	1670.17049441879	0.303383044378524	0.079609618457288	3.81088429083848	0.000138470573581052	0.000292171641048196	SCYL3
ENSG00000000460	519.061280152581	1.09835528116282	0.0992118286703777	11.0708097601145	1.73822764061973e-28	3.34277663448253e-27	C1orf112
ENSG00000000938	751.018194860521	-0.335620274086179	0.192803802595713	-1.74073472394077	0.0817300886496924	0.110745442761588	FGR
ENSG00000000971	6029.48257744345	-1.30885671607777	0.17568116355427	-7.45018241909269	9.32112582597195e-14	5.16886037973801e-13	CFH
ENSG00000001036	3182.9099125527	0.243675514019007	0.0956966165335186	2.54633364110274	0.0108861085756057	0.0174504336249467	FUCA2
ENSG00000001084	3192.08147218732	-0.312517617209626	0.106602410201828	-2.9316186812094	0.00337200496814591	0.00584770518002808	GCLC
ENSG00000001167	2745.6478597405	0.484718883310231	0.0804491928887826	6.02515532977855	1.68947289282304e-09	6.21024606671239e-09	NFYA
ENSG00000001460	681.731992786625	-0.0341862060664501	0.0667909062436436	-0.511839230654302	0.608763531537867	0.659586350344258	STPG1
ENSG00000001461	3192.53397861336	-0.104247756112909	0.114542562694832	-0.91012243536623	0.362757943896652	0.420239686406287	NIPAL3
ENSG00000001497	2738.34521570545	0.362093781910825	0.0646592661969057	5.60002924883415	2.1431564123969e-08	7.04666461180169e-08	LAS1L
ENSG00000001561	1962.07857733353	-0.389813159227597	0.14855859472237	-2.62396908072594	0.00869116745989719	0.0141480190879048	ENPP4
ENSG00000001617	4626.1092808894	1.14610397811157	0.120320049339145	9.5254613375453	1.64310469973978e-21	1.85754549726261e-20	SEMA3F
ENSG00000001626	64.4175790807169	-1.54139669406944	0.260793912678067	-5.91040135193722	3.41275181933334e-09	1.21454085684932e-08	CFTR
ENSG00000001629	4631.41201168494	0.29317889659457	0.0938160569789129	3.12503963645017	0.00177781102989415	0.00320322550890623	ANKIB1
ENSG00000001630	252.99233767745	0.72228313531102	0.140777766230043	5.13066199765341	2.88724953615564e-07	8.41322586358264e-07	CYP51A1
ENSG00000001631	2357.1673875354	-0.0271087543891933	0.0749963811673064	-0.361467499727986	0.717749996368762	0.758657173456186	KRIT1
ENSG00000002016	557.167328280302	-0.264633550450038	0.0871782283615179	-3.03554632187102	0.00240100338938903	0.00424957985766346	RAD52
ENSG00000002330	1468.70115502124	0.442917797879813	0.115420388702659	3.83743117536054	0.000124328063599586	0.000263842546583312	BAD
ENSG00000002549	6740.04252782003	0.285288999808993	0.0938027764112948	3.04137052999469	0.00235503822542913	0.004173841204841	LAP3
ENSG00000002586	10846.041595316	-0.0259233956075575	0.1559515935807	-0.166227192761214	0.867978160409209	0.887692886216249	CD99
ENSG00000002587	347.812057312059	-0.12522672043339	0.162946235410957	-0.768515578881363	0.442180938821629	0.500289007147455	HS3ST1
ENSG00000002726	56.274786352601	2.30163407623339	0.286621919020153	8.03020956702044	9.7306306274094e-16	6.53773417126492e-15	AOC1
ENSG00000002745	6.54985185238745	0.500962611462501	0.306356944919773	1.63522524874927	0.102001837074225	0.135453261577655	WNT16
ENSG00000002746	55.4956538461478	-0.0751884414114015	0.203939963867844	-0.368679291618022	0.712366785963287	0.75387580337317	HECW1
ENSG00000002822	1194.86387265756	0.287815147336402	0.0950713526175947	3.02735934024291	0.0024670049872059	0.0043588567441604	MAD1L1
ENSG00000002834	18062.9541051382	0.435314274631887	0.0955977920389589	4.5536017657655	5.27351427345165e-06	1.32619198224615e-05	LASP1
ENSG00000002919	1567.32435673609	-0.0698447507310372	0.0665279232799907	-1.04985616997373	0.293784245653851	0.349017846368257	SNX11
ENSG00000002933	2203.90296751471	-0.0280802845662318	0.163227303173768	-0.17203178647348	0.863412539522987	0.883581631783718	TMEM176A
ENSG00000003056	4478.35563838056	0.174098631430868	0.0726747486158416	2.39558629024164	0.0165938078567683	0.0257752669947913	M6PR
ENSG00000003096	1692.51100486791	-2.23982614343187	0.223426888926795	-10.02487280824	1.18512093136764e-23	1.57810463283199e-22	KLHL13
ENSG00000003137	1045.09156589114	-2.27397695745885	0.233837007093161	-9.72462394095257	2.36778679613011e-22	2.85935486147752e-21	CYP26B1
ENSG00000003147	2489.41368873658	0.677875351337808	0.0917338946439419	7.38958434032403	1.47288517782853e-13	8.00665349513324e-13	ICA1
ENSG00000003249	1564.88491346754	1.82822742333989	0.179205966247868	10.2018223032328	1.94586704295791e-24	2.74808952937982e-23	DBNDD1
ENSG00000003393	2002.18468863308	-0.0932189561401883	0.0644151936267913	-1.44715789694401	0.147852705545785	0.18942920727224	ALS2
ENSG00000003400	986.441436749767	-0.720833235626248	0.160252519346072	-4.49810860114828	6.85606751421405e-06	1.69410089013506e-05	CASP10
ENSG00000003402	8942.73328859742	-1.04424499105827	0.0952782629189798	-10.9599499305129	5.9532296223346e-28	1.10854071511541e-26	CFLAR
ENSG00000003436	2794.24263471223	-1.8493281174083	0.147725892643082	-12.5186457453091	5.90337918494953e-36	1.9911470891947e-34	TFPI
ENSG00000003509	725.922661142577	-0.0306420768921346	0.0653881121079654	-0.468618467551717	0.63934237452812	0.687741189796136	NDUFAF7
ENSG00000003756	5981.97887352526	-0.354220247989275	0.0761655070468722	-4.65066487079628	3.30866614064455e-06	8.5291707231397e-06	RBM5
ENSG00000003987	154.998117348541	0.757395749089334	0.201020199652965	3.76775941122772	0.000164719335785984	0.000344751822688338	MTMR7
ENSG00000003989	12218.8435523691	1.55813396691945	0.284237410306906	5.4818046830537	4.21008890928163e-08	1.34746258869187e-07	SLC7A2
ENSG00000004059	6154.07036716702	0.663329376230804	0.0805585479142885	8.23412776675871	1.80870574812349e-16	1.3001219772616e-15	ARF5
ENSG00000004139	464.06655844431	-0.142461390271187	0.148455213564859	-0.959625376908345	0.337243792399179	0.394604592466058	SARM1
ENSG00000004142	6552.31793352626	0.336537934050981	0.098993871047313	3.39958353472345	0.000674885611309355	0.00129749383211954	POLDIP2
ENSG00000004399	10819.9790438024	-0.179292972231725	0.120071456720274	-1.49321893086896	0.13537988827057	0.175032015051307	PLXND1
ENSG00000004455	6398.49120483866	0.145274629276621	0.0513104897635899	2.83128518059299	0.00463613644360564	0.0078937766961392	AK2
ENSG00000004468	295.310475374759	0.183878935047192	0.252868790511334	0.727171331327066	0.467121006051458	0.524414804160183	CD38
ENSG00000004478	15975.6308294295	1.56796524043563	0.130705426823954	11.9961755111171	3.72096586988577e-33	1.01972183719965e-31	FKBP4
ENSG00000004487	5433.78057240007	0.442381495036234	0.0598864334064025	7.38700687072371	1.50170841346255e-13	8.15554766804081e-13	KDM1A
ENSG00000004534	4648.05111893452	-0.332340697608085	0.0734854363536302	-4.52253826198676	6.11024368315368e-06	1.52165311249436e-05	RBM6
ENSG00000004660	747.381216675703	0.0754649256368058	0.120254158615406	0.627545246714966	0.530301886639592	0.585599301094605	CAMKK1
ENSG00000004700	1981.03651576219	0.130605100428692	0.124543009966453	1.04867467442671	0.294327874104195	0.349564177060677	RECQL
ENSG00000004766	2069.56197914507	0.0871471997172153	0.0924169011862203	0.942979028712653	0.345691629755106	0.402825680433437	VPS50
ENSG00000004776	9136.35703886349	-4.26334113155927	0.310076555848502	-13.749317873752	5.14119657695534e-43	2.94954131343332e-41	HSPB6
ENSG00000004777	657.89575376119	0.682859869811168	0.154019772560887	4.43358575627828	9.26786186964548e-06	2.25494707611826e-05	ARHGAP33
ENSG00000004779	2582.23939854441	0.545715405037289	0.104645742809655	5.21488395404592	1.83932346026832e-07	5.48461477401254e-07	NDUFAB1
ENSG00000004799	21186.1513725854	-2.93930484702615	0.265032388309858	-11.0903609395457	1.39722854965461e-28	2.71141843734872e-27	PDK4
ENSG00000004809	11.4535670734342	-0.388319495011243	0.292449085370585	-1.32781914677276	0.184237860102099	0.230560235909231	SLC22A16
ENSG00000004838	506.636823333332	2.60560171284943	0.217158479073669	11.9986183545037	3.61276944132424e-33	9.94510643220137e-32	ZMYND10
ENSG00000004846	198.470373355496	-3.10444110837711	0.292229751377522	-10.6232890174368	2.32231574374444e-26	3.81514422272949e-25	ABCB5
ENSG00000004848	39.9020504355334	1.986196264969	0.404962561664822	4.90464169528078	9.35980353185485e-07	2.56503187265832e-06	ARX
ENSG00000004864	1448.59538167188	0.322128972009196	0.0835548466310135	3.85529966240917	0.000115587954915369	0.000246402104146479	SLC25A13
ENSG00000004866	1861.49941696223	0.0222470346398725	0.0803112618517835	0.277010149347795	0.781772312940376	0.814872398150269	ST7
ENSG00000004897	4633.82752821821	0.0216094294236303	0.0933553434408881	0.231475013932257	0.816945794377619	0.845312605307238	CDC27
ENSG00000004939	13.3420001599195	-3.00028814389014	0.383270703781888	-7.82811760535068	4.95228589311035e-15	3.11586255577452e-14	SLC4A1
ENSG00000004948	61.9897890072529	-1.24810493930826	0.25948986511879	-4.80984079565844	1.51050555768845e-06	4.05325227311533e-06	CALCR
ENSG00000004961	1208.29179908956	0.144020726504348	0.0824813069059847	1.7461014126329	0.0807933313962181	0.109637461571937	HCCS
ENSG00000004975	1802.71951079847	-0.11348582587809	0.0693965999334491	-1.63532256604678	0.101981445434074	0.135436712280317	DVL2
ENSG00000005001	509.304292440828	1.3035236046816	0.221293282287041	5.89047977963827	3.85075988732205e-09	1.36218966740152e-08	PRSS22
ENSG00000005007	7390.96817387715	0.243472317821452	0.061372401165699	3.96713039081039	7.27431992732556e-05	0.000159120888207183	UPF1
