ENSG_ID	logFC	Fold Change	AveExpr	t	P.Value	adj.P.Val	B
ENSG00000223865	2.43257238975182	5.3985515897128	12.8874477291765	17.1282236674778	9.64617614029608e-17	1.14123909915843e-12	27.8034207975302
ENSG00000211952	7.95507211613103	248.150597152306	5.73335101117884	15.2996061693888	1.87575215301828e-15	6.13301174686282e-12	25.0424927860089
ENSG00000132465	8.39055411383031	335.589580702659	7.46178372283017	15.2650153790621	1.98937956097466e-15	6.13301174686282e-12	24.9872631477948
ENSG00000111801	2.76184656261319	6.78263831329434	6.65244305645279	15.195938462884	2.23800534360189e-15	6.13301174686282e-12	24.8766201315245
ENSG00000110777	6.00936056756654	64.4165981001499	5.1602434125267	15.1101628239576	2.5919244978712e-15	6.13301174686282e-12	24.7385761396056
ENSG00000242574	3.6580377011339	12.6234793315781	8.14011982537471	14.9445728925697	3.44760577765665e-15	6.79810399257597e-12	24.4700152911687
ENSG00000231389	3.15788229237708	8.92518635447869	11.1945354171422	14.3365879148933	1.0039843375162e-14	1.69687695673631e-11	23.4600725768417
ENSG00000091490	3.36446238265111	10.2992143397756	4.54897846911923	14.0226106320517	1.76752589158168e-14	2.61394985291285e-11	22.9233909913405
ENSG00000211899	7.00183438659415	128.162855500097	7.27686981269619	13.8128126974124	2.59308329370824e-14	3.40875204976247e-11	22.5588722025997
ENSG00000081237	3.92977082352388	15.2397868901125	7.22315021039945	13.678001487769	3.32484279599356e-14	3.93362151193998e-11	22.3220996139193
ENSG00000211598	7.82738788862122	227.132113537053	5.91889798492859	13.0574619145102	1.06911660369205e-13	1.11680496227011e-10	21.2059544687088
ENSG00000112297	2.75535394970074	6.75218274120796	5.80387822270881	13.0272828205374	1.13275797035258e-13	1.11680496227011e-10	21.1505497274123
ENSG00000175567	3.73040894399229	13.2728745072956	8.32869065223464	12.5481196237775	2.87420528946427e-13	2.61574790612706e-10	20.2565305947737
ENSG00000117479	-4.80051264790763	-27.867518723006	4.96570873322252	-12.2672809903715	5.01866248509737e-13	4.00365211413918e-10	19.7197654828535
ENSG00000113916	-3.07083404981442	-8.4025897642124	7.58676146739114	-12.2615976778857	5.07605288750635e-13	4.00365211413918e-10	19.7088037664935
ENSG00000128340	2.44047426810285	5.42820147042888	5.51097599851084	12.1979069292795	5.76731877077213e-13	4.26457177356282e-10	19.5856885109854
ENSG00000211947	6.99664483161962	127.70266581359	6.57374125787162	12.0317152113531	8.0648244482147e-13	5.6126434145193e-10	19.2620780045213
ENSG00000211751	2.7586868460706	6.76779958284489	5.07459175358364	11.9110132789723	1.0308947387799e-12	6.77584203028056e-10	19.0248907644558
ENSG00000132475	-2.0525236597203	-4.14830985638956	10.6816448574805	-11.7932825861196	1.31193191892025e-12	7.98772264801562e-10	18.7917799349853
ENSG00000026950	1.20204778492741	2.30065998787108	4.6138260283887	11.7792560262383	1.35030388775515e-12	7.98772264801562e-10	18.7638902148798
ENSG00000103653	1.95136782577165	3.8674102874317	5.22509582759301	11.7214225665845	1.52110499975505e-12	8.56961583433427e-10	18.6486336557008
ENSG00000131042	2.74619555247949	6.70945485802226	5.27141344557391	11.3903877498363	3.03061209148983e-12	1.62978052974619e-09	17.9806875877395
ENSG00000087074	-3.53513437908293	-11.5926169744608	5.46907847938264	-11.2559975459889	4.0242202757222e-12	2.07002391661171e-09	17.7054829878007
ENSG00000182866	1.17866125518265	2.26366623295169	3.56470432008057	11.109036540534	5.50092045510729e-12	2.71172457934893e-09	17.4018347282368
ENSG00000186918	-3.00612609403736	-8.0340425044119	6.62894960729424	-11.0831147545067	5.81431367474143e-12	2.7380926831325e-09	17.3479811713588
ENSG00000211949	6.02075014818694	64.9271576573972	5.00009757496419	11.0670813161317	6.01727747117276e-12	2.7380926831325e-09	17.3146267127349
ENSG00000073849	2.1499099649404	4.43800091487502	5.08654211231867	10.9043201385303	8.53974178115599e-12	3.7419883338095e-09	16.9741084835952
ENSG00000196126	2.75702077897517	6.75998843795567	11.8126506374075	10.8679757992293	9.23824065220102e-12	3.90348661272108e-09	16.8975907649256
ENSG00000009413	-3.16672662972808	-8.98006961939025	7.62521689763506	-10.7592746577933	1.16986174896598e-11	4.77263253517811e-09	16.6676841005657
ENSG00000211666	7.98272725905172	252.953301538295	6.89482229342045	10.5682355936652	1.77788126396682e-11	7.01137107799714e-09	16.2597880752912
ENSG00000093072	3.78171418336367	13.7533787868973	7.00475696636714	10.3773055970717	2.71366634034609e-11	1.0356576281495e-08	15.8471962998163
ENSG00000187391	-1.2603494034989	-2.39553750954681	3.74569761360862	-10.357315940706	2.83726640432223e-11	1.04899058842301e-08	15.8037129620568
ENSG00000163466	1.30271660602524	2.46692970380645	10.6746271026731	10.2848487800579	3.33587928303817e-11	1.18207832969799e-08	15.6456187514764
ENSG00000211653	6.0893853358173	68.0906752770691	5.73397222030859	10.2651514945649	3.48635432051534e-11	1.18207832969799e-08	15.6025232041581
ENSG00000136205	2.73207743353445	6.64411679174871	8.76037973133809	10.2637940172063	3.49697756228804e-11	1.18207832969799e-08	15.5995512350792
ENSG00000020633	1.11051051147807	2.15922039868826	4.11194379878163	10.2465060304036	3.63520849681296e-11	1.19467088127206e-08	15.5616800363028
ENSG00000211445	-3.08091569914449	-8.46151326374059	11.692144303503	-10.2296284178962	3.77556656609656e-11	1.20726292009428e-08	15.5246683451195
ENSG00000145416	1.81229275881978	3.51199979051715	4.54610988221556	10.1782224177624	4.23829990472009e-11	1.29352247672115e-08	15.4116973163141
ENSG00000145649	2.478260507942	5.57225201530982	4.27058854308769	10.1755385377719	4.26399937385893e-11	1.29352247672115e-08	15.4057892066053
ENSG00000116824	2.75753604412869	6.7624032300452	4.78007010497099	10.1547078169826	4.4689753796262e-11	1.32181119290894e-08	15.359900275844
ENSG00000019582	1.76458584780131	3.39776446563251	12.4103058070631	10.1118653664956	4.92290717669457e-11	1.42055889774325e-08	15.2653334171861
ENSG00000005844	1.27324612120086	2.41704799568645	4.18678551282092	10.0625163047425	5.50481794568435e-11	1.5506547884617e-08	15.1560916647362
ENSG00000124762	-3.89377623893749	-14.8642651713591	7.44036476692072	-10.001222798885	6.32700114022287e-11	1.74080815092969e-08	15.0199421530299
ENSG00000136826	-4.07625156836877	-16.8684039256868	9.26233865126784	-9.94809991325599	7.14108629694468e-11	1.92014072679892e-08	14.901522704887
ENSG00000075426	-2.1345775646607	-4.39108531379392	4.64024034410402	-9.85011187206631	8.935969821439e-11	2.34936575460988e-08	14.6820687412427
ENSG00000103187	2.67498587360453	6.38632455775687	9.15863129130192	9.81077607349709	9.7810266185071e-11	2.51563752007734e-08	14.5935985846844
ENSG00000116717	-4.04898367112239	-16.5525739559883	8.77256748859069	-9.76797193636156	1.07941019243034e-10	2.71712808226455e-08	14.4970842126351
ENSG00000136167	2.45269391654146	5.47437368117955	7.56976066412399	9.74269797335414	1.14421558616019e-10	2.78465389298017e-08	14.4399774298071
ENSG00000012779	2.10829993563878	4.31182891425578	6.08752046119225	9.73926919294212	1.15330944768852e-10	2.78465389298017e-08	14.4322232387175
ENSG00000139112	-2.59155553582564	-6.02748241086974	7.11878501463036	-9.67409578360181	1.34097545795642e-10	3.17301612861649e-08	14.2845232123265
ENSG00000115165	3.55879581245407	11.7843135107823	5.92071505636139	9.65407385223928	1.40470042911185e-10	3.25862956408281e-08	14.2390298320098
ENSG00000165025	1.27413770908349	2.41854219694233	4.70763883270402	9.63819227391195	1.45744865570476e-10	3.31597597031597e-08	14.2029044564648
ENSG00000160791	2.39692527307634	5.26679487828013	4.23743352662833	9.57041346097425	1.70639326246172e-10	3.79109644911888e-08	14.0483358004112
ENSG00000110934	1.17329610950533	2.25526366394929	4.51114356886865	9.5644303964608	1.73036267646369e-10	3.79109644911888e-08	14.0346608181444
ENSG00000146278	-1.59482348738159	-3.02057558343872	10.5867251766704	-9.51348187549574	1.94897525610284e-10	4.19242295544595e-08	13.9180103352502
ENSG00000166016	-0.969944298216338	-1.95876496671071	3.55606983630051	-9.42891063767481	2.37629311146548e-10	4.9762051377832e-08	13.7235804703007
ENSG00000211644	5.81347078845342	56.2378988443328	6.41542672266382	9.42513641297855	2.39746169261806e-10	4.9762051377832e-08	13.7148802875161
ENSG00000111679	2.36812314172159	5.16269060619836	5.93456388992124	9.4100017324135	2.48430585476611e-10	5.06755561512722e-08	13.6799725352525
ENSG00000167286	2.92330245373608	7.58580588026689	5.08161017378891	9.38930260469014	2.60832211986643e-10	5.23034898307453e-08	13.6321788749558
ENSG00000131747	0.837159653308369	1.78652939689911	3.67838435365706	9.35907596958443	2.80091013253955e-10	5.52292796301257e-08	13.5622792820722
ENSG00000119138	-3.32400488961457	-10.0144056102238	7.03849994600949	-9.32522929078297	3.03392093781571e-10	5.88431452709797e-08	13.4838572291957
ENSG00000101825	5.99459062044482	63.7604815613624	8.83284026433661	9.28281603116989	3.3541737931667e-10	6.40052099144439e-08	13.3853612963762
ENSG00000121807	0.749796403335633	1.6815555085224	2.78752237110859	9.26035651499139	3.53757157156492e-10	6.6433348036801e-08	13.3331022783378
ENSG00000134028	3.99109179466561	15.9015092296988	3.88966735187827	9.2292156033396	3.80898439735802e-10	7.04126475080355e-08	13.2605270512546
ENSG00000143390	1.10994134544977	2.1583687200767	4.97038561636402	9.2204531656683	3.8891313529249e-10	7.07881739022378e-08	13.2400814644176
ENSG00000117091	3.09187375979653	8.52602780254033	4.90774912287533	9.20033803610934	4.07971076349017e-10	7.31319061255336e-08	13.1931059433744
ENSG00000115884	1.9588534834413	3.88752912398405	3.72786851891646	9.14464024460752	4.65886360263057e-10	8.10635071330101e-08	13.0627390628002
ENSG00000142347	2.41662502231059	5.33920529472832	6.47316604888087	9.1446085545617	4.65921602995916e-10	8.10635071330101e-08	13.0626647657781
ENSG00000231292	2.68568257908336	6.43385123962147	3.8113297597207	9.12755246185688	4.85291279152179e-10	8.19750029689995e-08	13.0226566277867
ENSG00000187764	1.84915851675067	3.60289976783726	4.14885847564703	9.12227900073198	4.91445316463673e-10	8.19750029689995e-08	13.010278579657
